repo,number,title,url,author,draft,created_at,closed_at,merged_at,additions,deletions,changed_files,commits,reviews_count,first_review_at,time_to_first_review_hours,time_to_merge_hours,open_time_hours,comments_count,comment_authors,approvals_count,approval_authors
example-org/frontend-app,145,Redesign user dashboard,https://github.com/example-org/frontend-app/pull/145,sarah-dev,False,2025-10-26T09:00:00+00:00,2025-10-26T15:00:00+00:00,2025-10-26T15:00:00+00:00,423,234,25,12,4,2025-10-26T10:30:00+00:00,1.5,6.0,,16,ai-reviewer:2,alex-ui:7,mike-frontend:7,3,alex-ui,mike-frontend,tech-lead
example-org/frontend-app,144,Fix mobile responsive issues,https://github.com/example-org/frontend-app/pull/144,mike-frontend,False,2025-10-25T11:00:00+00:00,2025-10-25T16:00:00+00:00,2025-10-25T16:00:00+00:00,178,123,14,7,3,2025-10-25T12:30:00+00:00,1.5,5.0,,10,ai-reviewer:1,alex-ui:5,sarah-dev:4,2,alex-ui,sarah-dev
example-org/frontend-app,143,Add dark mode toggle,https://github.com/example-org/frontend-app/pull/143,alex-ui,False,2025-10-24T13:00:00+00:00,2025-10-24T17:00:00+00:00,2025-10-24T17:00:00+00:00,234,145,18,9,3,2025-10-24T14:30:00+00:00,1.5,4.0,,12,ai-reviewer:1,mike-frontend:6,sarah-dev:5,2,mike-frontend,sarah-dev
example-org/frontend-app,142,Optimize bundle size,https://github.com/example-org/frontend-app/pull/142,sarah-dev,False,2025-10-23T10:00:00+00:00,2025-10-23T15:00:00+00:00,2025-10-23T15:00:00+00:00,89,156,11,5,2,2025-10-23T11:30:00+00:00,1.5,5.0,,7,ai-reviewer:1,alex-ui:3,mike-frontend:3,2,alex-ui,mike-frontend
example-org/frontend-app,141,Implement infinite scroll,https://github.com/example-org/frontend-app/pull/141,mike-frontend,False,2025-10-22T09:00:00+00:00,2025-10-22T14:00:00+00:00,2025-10-22T14:00:00+00:00,156,78,12,6,3,2025-10-22T10:30:00+00:00,1.5,5.0,,9,ai-reviewer:1,alex-ui:4,sarah-dev:4,2,alex-ui,sarah-dev
example-org/frontend-app,140,Update React to v18,https://github.com/example-org/frontend-app/pull/140,dependabot[bot],False,2025-10-21T08:00:00+00:00,2025-10-21T09:30:00+00:00,2025-10-21T09:30:00+00:00,267,189,22,1,1,2025-10-21T08:45:00+00:00,0.75,1.5,,2,ai-reviewer:1,sarah-dev:1,1,sarah-dev
example-org/frontend-app,139,Add loading skeletons,https://github.com/example-org/frontend-app/pull/139,alex-ui,False,2025-10-20T11:00:00+00:00,2025-10-20T16:00:00+00:00,2025-10-20T16:00:00+00:00,145,67,13,7,3,2025-10-20T12:30:00+00:00,1.5,5.0,,8,ai-reviewer:1,mike-frontend:4,sarah-dev:3,2,mike-frontend,sarah-dev
example-org/frontend-app,138,Fix memory leak in chart component,https://github.com/example-org/frontend-app/pull/138,sarah-dev,False,2025-10-19T10:00:00+00:00,2025-10-19T14:00:00+00:00,2025-10-19T14:00:00+00:00,67,45,5,4,2,2025-10-19T11:00:00+00:00,1.0,4.0,,5,ai-reviewer:1,alex-ui:2,mike-frontend:2,2,alex-ui,mike-frontend
example-org/frontend-app,137,Implement accessibility improvements,https://github.com/example-org/frontend-app/pull/137,mike-frontend,False,2025-10-18T13:00:00+00:00,2025-10-18T18:00:00+00:00,2025-10-18T18:00:00+00:00,234,123,16,9,4,2025-10-18T14:30:00+00:00,1.5,5.0,,14,ai-reviewer:2,alex-ui:6,sarah-dev:6,3,alex-ui,sarah-dev,tech-lead
example-org/frontend-app,136,Add user preferences page,https://github.com/example-org/frontend-app/pull/136,alex-ui,False,2025-10-17T09:00:00+00:00,2025-10-17T15:00:00+00:00,2025-10-17T15:00:00+00:00,345,178,19,11,3,2025-10-17T10:30:00+00:00,1.5,6.0,,11,ai-reviewer:1,mike-frontend:5,sarah-dev:5,2,mike-frontend,sarah-dev
example-org/frontend-app,135,Fix form validation bugs,https://github.com/example-org/frontend-app/pull/135,sarah-dev,False,2025-10-16T11:00:00+00:00,2025-10-16T14:00:00+00:00,2025-10-16T14:00:00+00:00,89,56,8,5,2,2025-10-16T12:00:00+00:00,1.0,3.0,,6,ai-reviewer:1,alex-ui:3,mike-frontend:2,2,alex-ui,mike-frontend
example-org/frontend-app,134,Implement real-time notifications,https://github.com/example-org/frontend-app/pull/134,mike-frontend,False,2025-10-15T10:00:00+00:00,2025-10-16T12:00:00+00:00,2025-10-16T12:00:00+00:00,456,234,22,14,5,2025-10-15T11:30:00+00:00,1.5,26.0,,18,ai-reviewer:2,alex-ui:8,sarah-dev:8,3,alex-ui,sarah-dev,tech-lead
example-org/frontend-app,133,Add image optimization,https://github.com/example-org/frontend-app/pull/133,alex-ui,False,2025-10-14T14:00:00+00:00,2025-10-14T17:00:00+00:00,2025-10-14T17:00:00+00:00,123,89,10,6,2,2025-10-14T15:00:00+00:00,1.0,3.0,,7,ai-reviewer:1,mike-frontend:3,sarah-dev:3,2,mike-frontend,sarah-dev
example-org/frontend-app,132,Fix CSS specificity issues,https://github.com/example-org/frontend-app/pull/132,sarah-dev,False,2025-10-13T09:00:00+00:00,2025-10-13T12:00:00+00:00,2025-10-13T12:00:00+00:00,56,34,6,3,2,2025-10-13T10:00:00+00:00,1.0,3.0,,4,ai-reviewer:1,alex-ui:2,mike-frontend:1,2,alex-ui,mike-frontend
example-org/frontend-app,131,Implement drag and drop,https://github.com/example-org/frontend-app/pull/131,mike-frontend,False,2025-10-12T11:00:00+00:00,2025-10-12T17:00:00+00:00,2025-10-12T17:00:00+00:00,278,145,15,10,4,2025-10-12T12:30:00+00:00,1.5,6.0,,13,ai-reviewer:1,alex-ui:6,sarah-dev:6,2,alex-ui,sarah-dev
example-org/frontend-app,130,Add animation transitions,https://github.com/example-org/frontend-app/pull/130,alex-ui,False,2025-10-11T10:00:00+00:00,2025-10-11T15:00:00+00:00,2025-10-11T15:00:00+00:00,189,98,12,7,3,2025-10-11T11:30:00+00:00,1.5,5.0,,9,ai-reviewer:1,mike-frontend:4,sarah-dev:4,2,mike-frontend,sarah-dev
example-org/frontend-app,129,Fix browser compatibility,https://github.com/example-org/frontend-app/pull/129,sarah-dev,False,2025-10-10T13:00:00+00:00,2025-10-10T16:00:00+00:00,2025-10-10T16:00:00+00:00,67,45,7,4,2,2025-10-10T14:00:00+00:00,1.0,3.0,,5,ai-reviewer:1,alex-ui:2,mike-frontend:2,2,alex-ui,mike-frontend
example-org/frontend-app,128,Implement search functionality,https://github.com/example-org/frontend-app/pull/128,mike-frontend,False,2025-10-09T09:00:00+00:00,2025-10-09T14:00:00+00:00,2025-10-09T14:00:00+00:00,234,123,14,9,3,2025-10-09T10:30:00+00:00,1.5,5.0,,11,ai-reviewer:1,alex-ui:5,sarah-dev:5,2,alex-ui,sarah-dev
example-org/frontend-app,127,Fix navigation menu,https://github.com/example-org/frontend-app/pull/127,alex-ui,False,2025-10-08T14:00:00+00:00,2025-10-08T16:00:00+00:00,2025-10-08T16:00:00+00:00,45,34,5,3,1,2025-10-08T14:45:00+00:00,0.75,2.0,,3,ai-reviewer:1,sarah-dev:2,1,sarah-dev
example-org/frontend-app,126,Add tooltip component,https://github.com/example-org/frontend-app/pull/126,sarah-dev,False,2025-10-07T10:00:00+00:00,2025-10-07T14:00:00+00:00,2025-10-07T14:00:00+00:00,134,78,9,6,2,2025-10-07T11:00:00+00:00,1.0,4.0,,7,ai-reviewer:1,alex-ui:3,mike-frontend:3,2,alex-ui,mike-frontend
example-org/frontend-app,125,Implement modal dialogs,https://github.com/example-org/frontend-app/pull/125,mike-frontend,False,2025-10-06T11:00:00+00:00,2025-10-07T13:00:00+00:00,2025-10-07T13:00:00+00:00,312,167,17,11,4,2025-10-06T12:30:00+00:00,1.5,26.0,,15,ai-reviewer:2,alex-ui:6,sarah-dev:7,3,alex-ui,sarah-dev,tech-lead
example-org/frontend-app,124,Fix performance bottleneck,https://github.com/example-org/frontend-app/pull/124,alex-ui,False,2025-10-05T15:00:00+00:00,2025-10-05T17:00:00+00:00,2025-10-05T17:00:00+00:00,78,56,7,4,2,2025-10-05T15:45:00+00:00,0.75,2.0,,5,ai-reviewer:1,mike-frontend:2,sarah-dev:2,2,mike-frontend,sarah-dev
example-org/frontend-app,123,Add error boundary component,https://github.com/example-org/frontend-app/pull/123,sarah-dev,False,2025-10-04T09:00:00+00:00,2025-10-04T13:00:00+00:00,2025-10-04T13:00:00+00:00,156,89,11,7,3,2025-10-04T10:00:00+00:00,1.0,4.0,,8,ai-reviewer:1,alex-ui:4,mike-frontend:3,2,alex-ui,mike-frontend
example-org/frontend-app,122,Implement breadcrumb navigation,https://github.com/example-org/frontend-app/pull/122,mike-frontend,False,2025-10-03T11:00:00+00:00,2025-10-03T16:00:00+00:00,2025-10-03T16:00:00+00:00,189,112,13,8,3,2025-10-03T12:30:00+00:00,1.5,5.0,,10,ai-reviewer:1,alex-ui:5,sarah-dev:4,2,alex-ui,sarah-dev
example-org/frontend-app,121,Fix TypeScript errors,https://github.com/example-org/frontend-app/pull/121,alex-ui,False,2025-10-02T13:00:00+00:00,2025-10-02T15:00:00+00:00,2025-10-02T15:00:00+00:00,89,67,9,5,2,2025-10-02T14:00:00+00:00,1.0,2.0,,6,ai-reviewer:1,mike-frontend:3,sarah-dev:2,2,mike-frontend,sarah-dev
